houseName,houseScale,houseArea,houseLayers,houseDirect,community,detailAddress,price
都宝花园 毛坯 电梯中层 通透无遮挡 双阳台 看房便利,3室2厅,126㎡,中层（共11层）,南北向,都宝花园,银泰城-都宝花园都宝花园,11904元/㎡
都宝花园 飞机户型 三开间朝南 楼层好 采光无遮挡 无税,3室2厅,123㎡,低层（共6层）,南北向,都宝花园,银泰城-都宝花园都宝花园,12439元/㎡
都宝花园非顶楼纯毛坯抄底单总价多层零公摊诚售钥匙在手!,3室2厅,133.5㎡,高层（共6层）,南北向,都宝花园,银泰城-都宝花园都宝花园,10621元/㎡
都宝花园 多层三楼 南北通透 精装修 采光好 拎包入住,3室2厅,124㎡,高层（共6层）,南北向,都宝花园,银泰城-都宝花园都宝花园,12016元/㎡
"都宝花园带电梯好楼层大3房,南北通透,赠送面积很多",3室2厅,145㎡,中层（共11层）,南北向,都宝花园,银泰城-都宝花园都宝花园,12344元/㎡
都宝花园 实地看房 厨房很大 东边户 全明户型 无税单价低,3室2厅,130㎡,中层（共6层）,南北向,都宝花园,银泰城-都宝花园都宝花园,12076元/㎡
都宝花园 多层四楼 南北通透 精装修 采光好 拎包入住,3室2厅,122㎡,中层（共6层）,南北向,都宝花园,银泰城-都宝花园都宝花园,12950元/㎡
伟星天境低总价首付25万起轻奢小三房一手渠道价,3室2厅,102㎡,中层（共18层）,南北向,中御公馆,南瑞-中御公馆,12254元/㎡
保兴港-精装两房-南北通透-钻-石楼层-重-点-学-区--轻轨站旁-,2室2厅,77.53㎡,中层（共6层）,南北向,保兴港小区,五一广场-芜湖市镜湖区高新区保兴港小区,15477元/㎡
白金湾-住宅公寓-朝南-全天采光-赭山-荟萃=可通燃气,1室1厅,50.17㎡,中层（共22层）,南向,白金湾,中山路步行街-北京东路与营盘山路交汇处(广电对面),15547元/㎡
文津花园 城南.好的学.校 商圈繁华 轻轨站口 精装大三房无税诚,3室2厅,123㎡,高层（共18层）,南北向,文津花园,大学城-文津花园区九华南路安徽师范大学南校区校园内,14471元/㎡
江城国际精装两室 楼层好 无税诚售 城南繁.华商圈 适合居住,2室1厅,61㎡,高层（共13层）,南北向,江城国际瑞华苑,南瑞-江城国际瑞华苑区南瑞新城世纪联华向南,10655元/㎡
一中旁中江学曲总价醉底一套精装三房业主急售随时看房,3室2厅,115.8㎡,低层（共16层）,南北向,三潭音悦,政务文化中心-三潭音悦,12003元/㎡
金域蓝湾A区 精装 满五 青弋江和长江交汇处的江景房!,2室2厅,92㎡,中层（共34层）,南向,伟星金域蓝湾A区,新时代商业街-弋江区三潭路南200米,15217元/㎡
国贸天琴湾 南北通透 满二 精装修 电梯房 诚意出售!江景房!,2室2厅,99㎡,高层（共34层）,南北向,国贸天琴湾,银泰城-区滨江大道与利民西路交汇处,14848元/㎡
保兴湾 精装修2 房家电家具全丢 房东诚心 随时看房 急售!,2室1厅,77㎡,中层（共11层）,南北向,保兴湾,侨鸿-芜湖市镜湖区银湖中路37号,14675元/㎡
白金湾 简装3房 南北通透送入户花园 赭山荟萃,3室2厅,129㎡,低层（共24层）,南北向,白金湾,中山路步行街-北京东路与营盘山路交汇处(广电对面),15891元/㎡
名流印象 商品房 孝心楼层 总价低! 上育红! 江景房!,2室2厅,98㎡,低层（共32层）,南北向,名流印象,新市口-区吉和南路与北京西路交汇处(国家海事局旁),15306元/㎡
"香格里拉,双阳台,精装3房,无税拎包住,上29中轻轨旁",3室2厅,126㎡,高层（共7层）,南北向,香格里拉花园,方特欢乐世界-银湖中路(方特欢乐世界对面),12222元/㎡
"左岸徽商春天商品房,房东诚心卖,楼层好精装两房,看房方便!",2室2厅,93㎡,中层（共33层）,南北向,徽商春天,黄山园-黄山东路以北(原红光针织厂地块),12311元/㎡
"香格里拉花园复式大四房,满五精装无税,看房方便,诚心卖!",4室3厅,159㎡,高层（共6层）,南北向,香格里拉花园,方特欢乐世界-银湖中路(方特欢乐世界对面),9937元/㎡
融汇锦江 拎包即住 采光充足 钻石楼层 户型方正 上北塘!,2室2厅,94㎡,中层（共11层）,南北向,融汇锦江,大砻坊-康复路与砻坊路交汇处,12553元/㎡
让您的小孩赢在起跑线上 官山翰林 无税 可大刀 上27中,2室2厅,89㎡,低层（共31层）,南北向,官山翰林,王家巷-长江中路与赭山西路交叉口向南200米,14943元/㎡
"华仑港湾,精装南北通透三房,安置房的价格可以买商品房,看江景",3室2厅,126㎡,低层（共30层）,南北向,华仑港湾,银泰城-区滨江大道与利民路交汇处,15476元/㎡
国贸天琴湾 精装修两房 采光好 视野无遮挡 诚心出售 价格可议!,3室2厅,129㎡,低层（共34层）,南北向,国贸天琴湾,银泰城-区滨江大道与利民西路交汇处,14806元/㎡
直降6万!金域华府婚房三居精装挑战毛坯价诚售急售,3室2厅,117㎡,中层（共34层）,南北向,伟星金域华府,银泰城-区中山南路以东、利民西路以南、花津南路以西,14615元/㎡
东方龙城雅乐苑 精装温馨3房 钻石楼层地段好 百年北塘!,3室2厅,115㎡,高层（共34层）,南北向,东方龙城雅乐苑北区,大砻坊-芜湖市镜湖区东方龙城雅乐苑北区(黄山东路南),11913元/㎡
"香格里拉花园,醉便宜中层急售 无税送装修,挂神房!",1室1厅,40㎡,中层（共4层）,南北向,香格里拉花园,方特欢乐世界-银湖中路(方特欢乐世界对面),11750元/㎡
"带访享团购价 中御公馆 新房不收任何费用,各种户型任君选择!",3室2厅,109㎡,中层（共18层）,南北向,中御公馆,南瑞-利民路与弋江路交汇处(利民路往东200米处),11559元/㎡
春江明月 配套完善 首付25万起 新房内部团购价 不收任何费用!,3室2厅,109㎡,高层（共18层）,南北向,皖新·春江明月,大学城-利民东路与弋江南路交汇处,9816元/㎡
"新乐府团购价无中介费,面积户型随你选,采光好,好房不等人!",3室2厅,116㎡,高层（共18层）,南北向,雅旭新乐府,南瑞-大工山路与仓津路交汇处(元亩塘南侧),9913元/㎡
东方花园 十一中 多层无公摊 中间楼层 满五 诚心出售!,2室1厅,62㎡,中层（共6层）,南北向,东方花园,"新市口-吉和北路21号,临近黄山西路",13709元/㎡
柏庄丽城 豪装大三房 拎包入住 诚心卖价格能谈!,3室2厅,130㎡,高层（共26层）,南北向,柏庄丽城,大学城-九华南路与纬五路交汇处以东,18230元/㎡
"东方龙城清荷苑3房,只卖126万还送8万元车位一个, 北塘 27中!",3室2厅,107㎡,低层（共29层）,南北向,东方龙城采薇苑,大砻坊-东方路与湖滨路交叉口西南100米,11775元/㎡
"东方龙城采薇苑, 精装修2房 ,总价低 ,北塘和27中!",2室2厅,91㎡,低层（共34层）,南向,东方龙城采薇苑,大砻坊-东方路与湖滨路交叉口西南100米,12637元/㎡
"祥生府新房出售,政务中心旁楼层可选,找我享团购价而且无中介费",3室2厅,108㎡,中层（共24层）,南北向,祥生府,政务文化中心-北京中路与中江大道交汇处西南侧50米,11296元/㎡
"新城大都会,美式洋房3室南北通透,全新房一手享团购价无费用!",3室2厅,98㎡,高层（共24层）,南北向,新城大都会,国际会展中心-仓津路与大工山路交口向南约500米,11428元/㎡
金都檀宫+一手房无中介费+享受团购价+88-124平央景三房分享收藏,3室2厅,89.5㎡,高层（共11层）,南北向,金都檀宫,政务文化中心-清水镇芜屯城市干道,7821元/㎡
"伟星万科开发潮起中江,精装品质花园洋房,团购优惠价错过再无!",3室2厅,99㎡,高层（共24层）,南北向,伟星万科潮起中江,政务文化中心-赤铸山路与安澜路交汇处向北约500米,13030元/㎡
"镜湖徽商春天,房主狂甩高品质好房,89平2房精装修,急售!!",2室2厅,89㎡,高层（共33层）,南北向,徽商春天,黄山园-黄山东路以北(原红光针织厂地块),12359元/㎡
"徽鸿南湖印,加推加推高层,全城热销团购中,轻轨 民用飞机场",3室2厅,119㎡,中层（共33层）,南北向,徽鸿·南湖印,县政府-徽鸿·南湖印,6033元/㎡
东方珑胤台 (新)商品房硬精装修 享团购优惠价!伟星万科,3室2厅,100㎡,中层（共18层）,南北向,伟星公园大道和院,政务文化中心-安徽省芜湖市鸠江区鸠江北路与神山路交汇处,15600元/㎡
"万华.南湖春晓团购价,新房精装,奥体公园跟文化公园,欧尚超市",3室2厅,126㎡,中层（共24层）,南北向,奥韵康城,奥林匹克公园-区利民东路418号,13968元/㎡
"香格里拉花园,复式精装无税,挂29中神房!错过难再有!",1室1厅,67㎡,高层（共4层）,南北向,香格里拉花园,方特欢乐世界-银湖中路(方特欢乐世界对面),11343元/㎡
"世茂滨江花园,3室精装,满五,11中,业主诚心急售!",3室2厅,151㎡,中层（共43层）,南北向,世茂滨江花园,新市口-滨江北路,14622元/㎡
"金域蓝湾A区,精装钻日楼层,商业街银泰城旁,长江江景房!",2室2厅,92㎡,中层（共34层）,南北向,伟星金域蓝湾A区,新时代商业街-弋江区三潭路南200米,16739元/㎡
"东方龙城湛露苑,3室带装修,性价比中的低单价,上北塘和27中",3室2厅,113.5㎡,低层（共34层）,南北向,东方龙城湛露苑,大砻坊-芜湖市镜湖区康复路7号,11453元/㎡
"东方龙城湛露苑,3室带装修,性价比中的低单价,上北塘和27中",3室2厅,113.5㎡,低层（共34层）,南北向,东方龙城湛露苑,大砻坊-芜湖市镜湖区康复路7号,11453元/㎡
"兴芜新村3室装修,金三角边,距11中仅200米!",3室1厅,76㎡,高层（共7层）,南北向,兴芜新村,侨鸿-吉和北路25号,10131元/㎡
"团结三村3房,带大平台的房子,27中,绿影!!",3室1厅,57㎡,低层（共6层）,南北向,团结三村,王家巷-芜湖市镜湖区高新技术产业开发区,14210元/㎡
"东方花园好楼层,11 中,期待已久的!!",2室1厅,61㎡,中层（共6层）,南北向,东方花园,"新市口-吉和北路21号,临近黄山西路",13442元/㎡
"长江之歌,新出性价比毛坯房,急售!房东是我朋友",3室2厅,135㎡,高层（共40层）,南北向,伟星长江之歌,银泰城-长江南路99号,13703元/㎡
"抄底价,橡树园精装两房,利小萃文,诚心出售,快来看,over",2室2厅,90㎡,高层（共17层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,15000元/㎡
满五年 地大橡树园 门对门印长江 电梯洋房 视野楼层无遮挡,3室2厅,125㎡,低层（共6层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,15680元/㎡
"地大橡树园电梯小高层一梯两户中间层,满五精装,换3房急售",2室2厅,90㎡,中层（共7层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,14000元/㎡
急卖好房!橡树园!满5无税!拎包入住!性价比!利民路萃文,3室2厅,113㎡,中层（共7层）,南北向,地大橡树园,大学城-地大橡树园大工山路与滨江大道交汇处向东,13805元/㎡
华仑港湾全新精装三房 空调 一次未住采光好 南北,3室2厅,141㎡,低层（共30层）,南北向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,15248元/㎡
豪装拎包即住!电梯通透大三房无税另送阁楼格家保真,3室2厅,108㎡,高层（共18层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,12037元/㎡
豪装拎包即住!电梯通透大三房无税另送阁楼格家保真,3室2厅,108㎡,高层（共18层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,12037元/㎡
奥韵康城精装舒适三室 中间楼层 南北通透 全天采光 价格可谈,3室2厅,118.3㎡,高层（共11层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,11834元/㎡
精装三房南北通透中上楼层直降5万奥韵康城格家保真,3室2厅,107㎡,中层（共18层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,11495元/㎡
镜湖 延安小区 2室1厅,2室1厅,58㎡,高层（共6层）,南向,延安小区,王家巷-天门山路与银湖路交汇处,10172元/㎡
想买新房 又不想等太久的 卖这套 雅旭新乐府 年底交房,3室2厅,142㎡,低层（共11层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,11126元/㎡
"新乐府团购价无中介费,面积户型随你选,采光好,好房不等人!",3室2厅,100㎡,中层（共30层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,12100元/㎡
雅旭新乐府城南网红楼盘法式梧桐大道找我可享渠道优惠价,3室2厅,116㎡,中层（共18层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,12068元/㎡
雅旭新乐府改善豪宅 洋房随时看 观800亩湿地公园,3室2厅,129㎡,中层（共18层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,12500元/㎡
融创童话森林 大小户型 公摊小 随时看房在隔壁!,3室2厅,90㎡,高层（共11层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,12222元/㎡
"童话森林108飞机架户型,跑道阳台,楼层任你选,洋房公摊小",3室2厅,109㎡,高层（共11层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,12385元/㎡
融创童话森林出门就是学校电梯洋房89平户型南北通透,3室2厅,89㎡,中层（共18层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11797元/㎡
国贸天琴湾126万住江边无税采光好德佑保镇,2室2厅,96㎡,低层（共33层）,南向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,13125元/㎡
"国贸天琴湾精装房,拎包入住不烦神,户型方正采光好,诚心出售",3室2厅,175㎡,中层（共33层）,南北向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,18285元/㎡
国贸天琴湾毛坯满五大三房200万以内随时看,3室2厅,135㎡,低层（共30层）,南北向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,14444元/㎡
"国贸天琴湾南北通江景三房,带地下车位,楼间距500米",3室2厅,119㎡,低层（共34层）,南北向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,13865元/㎡
滨江公园旁 精装大三房 只要199万 急卖无税好楼层,3室2厅,143㎡,低层（共34层）,南北向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,14475元/㎡
国贸天琴湾大两房全天采光送飘窗诚心买价格可谈德佑保真,2室2厅,100㎡,中层（共33层）,南向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,14500元/㎡
国贸天琴湾大两房全天采光送飘窗诚心买价格可谈格家保真,2室2厅,100㎡,中层（共33层）,南向,国贸天琴湾,银泰城-国贸天琴湾区滨江大道与利民西路交汇处,14500元/㎡
"格家速效房,141平精装南北通3房,华仑港湾花园位置",3室2厅,142㎡,低层（共28层）,南北向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,16197元/㎡
滨江沿线+热卖小区+中上楼层+豪华装修全丢+一线江景视线,3室2厅,127㎡,低层（共34层）,南北向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,17244元/㎡
"格家保眞,华仑港湾141户型,总价低,全天采光,全明户型",3室2厅,141㎡,低层（共30层）,南北向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,15248元/㎡
华仑港湾全新精装三房一次未住中上楼层采光刺眼,3室2厅,127㎡,低层（共30层）,南北向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,14566元/㎡
滨江沿线+热卖小区+中上楼层+豪华装修全丢+一线江景视线,3室2厅,127㎡,低层（共30层）,南北向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,14566元/㎡
"精致两房,九成新,保养,满五,业主急售!",2室1厅,89㎡,高层（共28层）,南向,华仑港湾,银泰城-华仑港湾区滨江大道与利民路交汇处,16696元/㎡
奥韵康城-精装三房-南北通透-稀-缺多层-奥体-轻轨,3室2厅,90㎡,高层（共6层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,10888元/㎡
豪装三房有阁楼南北通透看房方便价格还能谈,3室2厅,90㎡,高层（共6层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,10888元/㎡
笋盘笋盘单价一万买奥韵康城南北通透双阳台三房中上楼层,3室2厅,111㎡,中层（共24层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,10630元/㎡
"奥韵康城婚房装修大三房,南北通透,双阳台,全天采光,东西全丢",3室2厅,125㎡,高层（共6层）,南向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,12000元/㎡
"奥韵康城代理房,婚房装修,抄底价!!无税,采光刺眼,户型方正",3室2厅,110㎡,中层（共22层）,南北向,奥韵康城,奥林匹克公园-奥韵康城区利民东路418号,11363元/㎡
伟星万科起中江品质社区精装交付万科物业销售部专享价,3室2厅,99.6㎡,低层（共18层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,12650元/㎡
融创金地童话森林3室2厅电梯高层城南住宅,3室2厅,90㎡,低层（共24层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,12222元/㎡
融创金地童话森林3室2厅电梯高层城南住宅,3室2厅,89㎡,中层（共11层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11011元/㎡
一手房免税免.中介.费首付28万买万科精装房找我优惠,3室2厅,119㎡,低层（共16层）,南向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,12857元/㎡
拓基弘扬时光里找我团购价三房飞机户找我优先选择楼层,3室2厅,104㎡,中层（共11层）,西北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",9423元/㎡
"高速东方御府,团销房,新房优惠,有限!",3室2厅,108㎡,高层（共8层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8981元/㎡
"城东首付10万买3房,户型楼层可选择,价格可谈,周边配套全",3室2厅,118㎡,高层（共11层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8305元/㎡
找我团购价高速东方御府城东红盘轻轨口首付18万不收费,3室2厅,98㎡,中层（共27层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8163元/㎡
"双节特惠,拓弘时光里,一手电梯洋房,享团购优惠,惊喜",3室2厅,104㎡,高层（共11层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,9134元/㎡
"伟星万科强强联手,打造精装99平三房钻石楼层找我享团购",3室2厅,99㎡,低层（共11层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13636元/㎡
时光里花园洋房找我94折加额外优惠,3室2厅,104㎡,高层（共11层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",9038元/㎡
高速东方御府户型好位置好轻轨旁边,3室2厅,115㎡,低层（共18层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,7826元/㎡
时光里拓基弘扬组团享团购价!无随时看房,3室2厅,104㎡,低层（共11层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",9500元/㎡
信德悦城新楼盘品质社区城东轻轨旁车接车送,3室2厅,100.2㎡,低层（共30层）,南北向,信德悦城,鸠江-赤铸山路,8483元/㎡
新房首开拓基弘扬时光里轻轨洋房找我享受优惠,4室2厅,118㎡,低层（共10层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",9237元/㎡
信德悦法式!园林浪漫情怀!立体式透视架空景观!,3室2厅,115㎡,中层（共15层）,南北向,信德悦城,鸠江-赤铸山路,8956元/㎡
轻轨站点小区纯商品房南北通透户型高层洋房全明户型,3室2厅,115㎡,中层（共28层）,南北向,信德悦城,鸠江-赤铸山路,8347元/㎡
拓基弘阳时光里电梯洋房首付18万不收费国庆力度大,3室2厅,104㎡,中层（共9层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",8798元/㎡
"此房满五,精装修自住,采光好,业主诚心出售",2室2厅,84㎡,低层（共16层）,南向,城市之光第一街区,政务文化中心-城市之光第一街区,14166元/㎡
城东政务新区信德悦城高速东方时光里单价8000多轻轨站0,3室2厅,86㎡,高层（共28层）,南向,信德悦城,鸠江-赤铸山路,8139元/㎡
"信德悦城,离轻轨站100米,一手房,毛坯交付,图片仅供参考",3室2厅,100.2㎡,中层（共30层）,南北向,信德悦城,鸠江-赤铸山路,8782元/㎡
网红盘春江明月加推户型96-120平米单价1w左右,3室2厅,100㎡,高层（共34层）,南北向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),9960元/㎡
万科城南区+通透户型边户+精装修+前后无遮挡,2室2厅,93.11㎡,中层（共17层）,南向,万科城南区,政务文化中心-万科城南区安徽省芜湖市鸠江区涌金路南,12995元/㎡
首付25万!融创金地童话森林一手新房!不收费!有优惠!,3室2厅,90㎡,高层（共24层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11666元/㎡
金浩·仁和天地 边户三居 全新装修未入住 中江旁,3室2厅,108.41㎡,中层（共20层）,南向,金浩仁和天地,政务文化中心-金浩仁和天地仁和路与河清路交汇处东南侧,14482元/㎡
中御公馆 城南新贵 高层 品质保证 享团购优惠,4室2厅,130㎡,低层（共7层）,南北向,中御公馆,南瑞-中御公馆,12307元/㎡
美好首玺 品质小区 城南腹地 高校环拥 一手新房市场部专享价,3室2厅,97㎡,中层（共17层）,南向,美好首玺,大学城-美好首玺,12371元/㎡
汀棠公园旁汀海壹品 洋房 小高层 享受开发商内 部价 速来,4室2厅,120㎡,高层（共9层）,南北向,汀海壹品,神山口-汀海壹品赤铸山路与弋江中路交汇处,14166元/㎡
"中御公馆,央企打造高品质住宅,一手房配套成熟,免费带看享团购",3室2厅,110㎡,中层（共18层）,南北向,中御公馆,南瑞-中御公馆,12363元/㎡
新城大都会!美式洋房.环境优美.交通便利全新商品房团购优惠,3室2厅,97.9㎡,低层（共11层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11746元/㎡
"春江明月,首付20万起,全新一手房找我享受团购价,不收费",3室2厅,99㎡,中层（共23层）,南北向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),10606元/㎡
"美好首玺 团购大折扣另优惠 95,113,117.126",3室2厅,114㎡,低层（共28层）,南向,美好首玺,大学城-美好首玺,12280元/㎡
金都檀宫好三房+南北通透双阳台+交通便利环境优美+,3室2厅,98㎡,高层（共17层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,7142元/㎡
"伟星万科起中江,两大房企强强合作,精装交付,专车接送",3室2厅,119㎡,中层（共17层）,南北向,万科城,政务文化中心-万科城区赤铸山路与中江大道交汇处西北侧,13445元/㎡
信达翡丽世家叠墅带院子露台大阳垾公园电梯入户轻奢享受,4室2厅,142㎡,中层（共6层）,南向,信达翡丽世家,政务文化中心-信达翡丽世家,12676元/㎡
万科伟星起中江精装14000每平99平刚需三房,3室2厅,99㎡,低层（共30层）,南北向,万科城,政务文化中心-万科城区赤铸山路与中江大道交汇处西北侧,13939元/㎡
高速东方御府 G7加推 团购渠道 新房不收任何费用 近轻轨旁,3室2厅,98㎡,高层（共16层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8061元/㎡
"弋江区明星楼盘春江明月,100平米改善居住,低单价渠道优惠",3室2厅,100㎡,高层（共25层）,南向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),9980元/㎡
万达 祥生府130万朝南电梯房 3室2厅108平采光好,3室2厅,108㎡,低层（共23层）,南北向,吉祥小区,新市口-吉祥小区新芜路教委对面,11851元/㎡
祥生府花园洋房带电梯城东商圈万达商圈一梯两户,3室2厅,120㎡,高层（共12层）,南北向,吉祥小区,新市口-吉祥小区新芜路教委对面,12250元/㎡
"金都檀宫,首付19万起,城东商圈,价格!",3室2厅,100㎡,中层（共34层）,南向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,7900元/㎡
城东星悦广场低密度品质央企打造湿地公园环绕 找我特价车接送,3室2厅,117㎡,低层（共17层）,南北向,信达翡丽世家,政务文化中心-信达翡丽世家,11794元/㎡
保利熙悦府现房送3个露台户型方正赠送30平隔壁,5室2厅,220㎡,高层（共6层）,南向,保利信达熙悦府,政务文化中心-保利信达熙悦府,13409元/㎡
"金浩仁和天地,刚需好3房,纯毛坯,有钥匙随时看房,业主诚心卖",3室2厅,105.51㎡,中层（共18层）,南北向,金浩仁和天地,政务文化中心-金浩仁和天地仁和路与河清路交汇处东南侧,12226元/㎡
城市之光第二街区 位置好 环境优雅 视野开阔 看房方便,3室2厅,109㎡,中层（共16层）,南北向,城市之光第二街区,政务文化中心-城市之光第二街区,14311元/㎡
城市之光第二街区 单身公寓两梯四户精装全设,1室1厅,49㎡,中层（共16层）,南北向,城市之光第二街区,政务文化中心-城市之光第二街区,15510元/㎡
高速东方御府 国企开发匠心品质轻轨站旁 渠道价折上折,3室2厅,98㎡,低层（共29层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8265元/㎡
公园大道壹号 雕塑公园旁 安师大附属 南北通透 城东盘,3室2厅,116.53㎡,低层（共18层）,南向,公园大道壹号,政务文化中心-公园大道壹号云从路与神山路交汇处西北角,14159元/㎡
公园大道 城东盘 师范外国语 雕塑公园旁 送精装修,3室2厅,119.68㎡,中层（共20层）,南向,公园大道壹号,政务文化中心-公园大道壹号云从路与神山路交汇处西北角,15708元/㎡
首付30万起 政务新区 住宅体验 赠大额购物卡 祥生府无税,3室2厅,118㎡,低层（共18层）,南向,吉祥小区,新市口-吉祥小区新芜路教委对面,11779元/㎡
"此房格局很好,双阳台,全天采光,视野好,",3室2厅,142㎡,高层（共16层）,南向,东方红郡,政务文化中心-东方红郡中江大道与赤铸山路交汇处,11830元/㎡
城市之光 中间楼层 诚心出售 精装修 拎包入住,2室2厅,91.55㎡,中层（共16层）,南向,城市之光第三街区,政务文化中心-城市之光第三街区安徽省芜湖市鸠江区,13981元/㎡
金浩·仁和天地 中江旁 边户大两居 全新装修 满二,2室2厅,96㎡,中层（共21层）,南向,金浩仁和天地,政务文化中心-金浩仁和天地仁和路与河清路交汇处东南侧,14583元/㎡
金浩·仁和天地 南北两居 全新装修,2室2厅,79.76㎡,中层（共19层）,南向,金浩仁和天地,政务文化中心-金浩仁和天地仁和路与河清路交汇处东南侧,14042元/㎡
绿地伊顿公馆 满五 房东诚心出售 家具家电全丢,2室2厅,80㎡,高层（共29层）,南向,绿地伊顿公馆,镜湖世纪城-绿地伊顿公馆纬一路云丛路交汇处,12375元/㎡
单价八千起团购国企轻轨三房 高速东方御府 不收Z介费 户型多,3室2厅,115㎡,中层（共29层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8695元/㎡
保利熙悦府现房送3个露台户型方正赠送30平隔壁,5室2厅,220㎡,高层（共6层）,南向,保利信达熙悦府,政务文化中心-保利信达熙悦府,13409元/㎡
"中御公馆,央企打造高品质住宅,一手房配套成熟,免费带看享团购",3室2厅,110㎡,中层（共18层）,南北向,中御公馆,南瑞-中御公馆,12363元/㎡
伟星公园大道 精装修 标准一室 满二 南向 好楼层,1室1厅,52.25㎡,高层（共18层）,南向,公园大道壹号,政务文化中心-公园大道壹号云从路与神山路交汇处西北角,14736元/㎡
万科伟星起中江精装14000每平99平刚需三房,3室2厅,99㎡,低层（共30层）,南北向,万科城,政务文化中心-万科城区赤铸山路与中江大道交汇处西北侧,13939元/㎡
柏庄观邸边户三房 无税 轻轨沿线 安师大附外 低总价 低首付,3室2厅,117㎡,低层（共20层）,南向,柏庄观邸,政务文化中心-柏庄观邸,11111元/㎡
三潭音悦 房 精装修 小户型 不要,2室1厅,68㎡,中层（共17层）,南北向,三潭音悦,政务文化中心-三潭音悦,14411元/㎡
金浩仁和天地 精装三房 中间楼层,3室2厅,108㎡,中层（共18层）,南向,金浩仁和天地,政务文化中心-金浩仁和天地仁和路与河清路交汇处东南侧,14444元/㎡
